2023-03-01,287.5534072
2023-02-01,116.1736274
2023-01-01,275.869426
2022-12-01,223.6876057
2022-11-01,277.9089179
2022-10-01,221.0772124
2022-09-01,288.7962271
2022-08-01,282.5257724
2022-07-01,181.0034295
2022-06-01,256.5956489
2022-05-01,214.8424822
2022-04-01,137.7488562
2022-03-01,209.3971109
2022-02-01,174.9959599
2022-01-01,253.6123688
2021-12-01,188.2752798
2021-11-01,247.1583159
2021-10-01,149.6565696
2021-09-01,263.5479236
2021-08-01,210.8633975
2021-07-01,189.2441922
2021-06-01,212.666341
2021-05-01,197.7222729
2021-04-01,238.5966756
2021-03-01,94.62485955
2021-02-01,174.6473815
2021-01-01,208.8503343
2020-12-01,131.0271624
2020-11-01,149.0522112
2020-10-01,161.6184627
2020-09-01,133.2685484
2020-08-01,99.88038418
2020-07-01,93.08261087
2020-06-01,224.8147391
2020-05-01,182.87951
2020-04-01,280.8524869
2020-03-01,192.7231227
2020-02-01,180.1722425
2020-01-01,273.4547163
2019-12-01,93.99232685
2019-11-01,298.8293458
2019-10-01,225.3909645
2019-09-01,138.987169
2019-08-01,94.37995141
2019-07-01,266.9228762
2019-06-01,83.00342579
2019-05-01,154.2393089
2019-04-01,56.55042069
2019-03-01,154.5305859
2019-02-01,214.0794655
2019-01-01,86.27798005
2018-12-01,142.9446894
2018-11-01,220.1278051
2018-10-01,134.1330225
2018-09-01,271.76493
2018-08-01,283.7250785
2018-07-01,244.7738697
2018-06-01,202.0357716
2018-05-01,69.32433127
2018-04-01,141.3730371
2018-03-01,163.921394
2018-02-01,267.4465738
2018-01-01,253.0835452
2017-12-01,126.1580406
2017-11-01,74.34645113
2017-10-01,103.9327952
2017-09-01,121.3162217
2017-08-01,92.99891008
2017-07-01,253.3257673
2017-06-01,286.0815807
2017-05-01,218.021775
2017-04-01,283.7798497
2017-03-01,76.55863677
2017-02-01,297.7185941
2017-01-01,212.4592967
2016-12-01,184.8742257
2016-11-01,60.37088337
2016-10-01,210.1425529
2016-09-01,276.2638685
2016-08-01,117.2458609
2016-07-01,161.5208962
2016-06-01,128.2421632
2016-05-01,115.0444307
2016-04-01,133.7339712
2016-03-01,239.6000114
2016-02-01,251.33324
2016-01-01,235.372012
2015-12-01,51.05634023
2015-11-01,179.7891902
2015-10-01,67.80960969
2015-09-01,104.0804724
2015-08-01,260.5297999
2015-07-01,298.1884614
2015-06-01,207.3604809
2015-05-01,77.09105774
2015-04-01,88.35055162
2015-03-01,124.7889597
2015-02-01,102.2406507
2015-01-01,244.7493727
2014-12-01,161.7289626
2014-11-01,115.2696559
2014-10-01,107.6301685
2014-09-01,168.5852093
2014-08-01,272.6272893
2014-07-01,269.6862773
2014-06-01,75.87511456
2014-05-01,144.5463538
2014-04-01,213.6853026
2014-03-01,128.3139028
2014-02-01,116.3472321
2014-01-01,61.77892394
2013-12-01,59.70422054
2013-11-01,118.3303931
2013-10-01,221.2431783
2013-09-01,71.28447876
2013-08-01,266.085046
2013-07-01,110.0427472
2013-06-01,67.42495498
2013-05-01,198.3061626
2013-04-01,192.5273313
2013-03-01,117.3124715
2013-02-01,127.3768951
2013-01-01,135.2723317
2012-12-01,104.4769745
2012-11-01,293.4508029
2012-10-01,129.7125832
2012-09-01,105.0905185
2012-08-01,194.0924932
2012-07-01,296.8653755
2012-06-01,185.910714
2012-05-01,200.9028526
2012-04-01,69.30410644
2012-03-01,224.4596182
2012-02-01,93.13991557
2012-01-01,258.7132439
2011-12-01,73.99913839
2011-11-01,152.3960934
2011-10-01,279.736249
2011-09-01,278.832006
2011-08-01,66.39601397
2011-07-01,241.1105845
2011-06-01,236.664017
2011-05-01,247.772705
2011-04-01,217.7983253
2011-03-01,133.6985229
2011-02-01,210.3799715
2011-01-01,72.32058216
2010-12-01,102.6015157
2010-11-01,52.17360283
2010-10-01,119.9172844
2010-09-01,71.20003813
2010-08-01,286.0283743
2010-07-01,78.29162764
2010-06-01,222.9372855
2010-05-01,97.23280768
2010-04-01,90.0333478
2010-03-01,236.5052699
2010-02-01,163.8135055
2010-01-01,104.5006622
2009-12-01,108.6309195
2009-11-01,71.53652922
2009-10-01,166.0321584
2009-09-01,126.4376549
2009-08-01,212.9717977
2009-07-01,59.22990118
2009-06-01,261.9347951
2009-05-01,191.2936324
2009-04-01,280.8814697
